id,video_id,start,end,class_id,verb,noun,annotation
1288,8PnMlO08Mnk,0,10,23,move,tree,3
1289,hX1oGXa6JmM,40,50,25,wash,fridge,0
1290,H5sUKWiUEec,200,210,38,close,fridge,0
1291,e5D1diRoupI,0,10,11,peel,corn,0
1292,4kiViS0bgNE,30,40,12,roll,potato,0
1293,CySNFSve2es,110,120,28,drink,egg,0
1294,cMMyLA2YML0,160,170,47,deseed,tomato,0
1295,Zx24I3hd8Hk,120,130,7,spray,microwave,0
1296,MwoQhUjdm6w,100,110,73,measure,chair,0
1297,Jp-o1RoagLY,50,60,43,move,fridge,0
1298,kF_2ZYdrpwc,80,90,21,roll,carrot,4
1299,bc4PE_8XWvc,30,40,31,cut,pumpkin,3
1300,5K7A9Og88Q0,0,10,40,wash,blender,3
1301,ez71_KUt-q4,50,60,81,shake,flower,0
1302,6q9p8AHYfMg,160,170,48,wash,pepper,0
1303,P3Qanob6u_M,120,130,51,wash,window,0
1304,s3S6hd4bXCA,60,70,55,wash,apple,0
1305,Dk3DiAp2yAU,0,10,51,wash,window,0
1306,INl5pviBOVk,80,90,21,roll,carrot,0
1307,moo6ybo1kS4,100,110,3,move,microwave,3
1308,U33B5izUYVM,40,50,36,shake,hair,0
1309,heOpygpqeSY,40,50,44,shake,door,0
1310,wuElGdGct3I,40,50,2,weigh,banana,0
1311,WSmJ1qZiXfQ,160,170,32,throw,apple,0
1312,2EGCvOfQX9U,60,70,10,cut,rock,3
1313,c1DnBGK9UF8,70,80,3,move,microwave,0
1314,k23siLlT7MY,0,10,75,wash,towel,3
1315,9zVf_PUj0XE,0,10,63,throw,cookie,4
1316,_5CgRVlfv6A,80,90,77,wash,chair,3
1317,Vs5d8vPheUM,90,100,69,wash,oven,0
1318,vEx9zP5ThD8,30,40,22,unplug,phone,3
1319,PQl07h1mxAg,110,120,56,spray,cup,4
1320,d1acyrTM2eU,130,140,39,throw,phone,0
1321,19YNrzW4Fzk,90,100,52,measure,hair,0
1322,y24wB7UUMhU,90,100,12,roll,potato,0
1323,Yp6GqPNiKIo,10,20,31,cut,pumpkin,3
1324,5Dlqvb4UkaU,0,10,28,drink,egg,0
1325,j87ce6W23jc,70,80,59,wash,potato,1
1326,rC7_gpQ2Uvk,10,20,36,shake,hair,1
1327,DLm7Jk3YQg8,130,140,42,wash,rock,3
1328,kCW-9syBIZo,10,20,12,roll,potato,0
1329,UmrSbiiu1zo,10,20,77,wash,chair,3
1330,ZziozzTPNBs,30,40,16,weigh,tomato,0
1331,B1AEHa_M-jo,0,10,43,move,fridge,3
1332,CRpYWbUCWyU,20,30,1,close,blender,0
1333,OcwlaJrwoQ0,40,50,13,measure,pizza,3
1334,bMMshkhcIKA,20,30,66,wash,microwave,0
1335,EQOjkCKLkEU,110,120,63,throw,cookie,0
1336,ESGETDNtitU,50,60,38,close,fridge,3
1337,PfDuz11ancM,30,40,38,close,fridge,0
1338,LS1SQaG51yI,10,20,48,wash,pepper,1
1339,olfKKLAxoQk,0,10,7,spray,microwave,3
1340,6GTfQjZILqA,0,10,1,close,blender,0
1341,rC7_gpQ2Uvk,120,130,36,shake,hair,3
1342,vu3AK7zAw7o,80,90,52,measure,hair,1
1343,ovjtEVbtPCo,0,10,19,shake,table,0
1344,n8uz0gZY5W0,40,50,23,move,tree,3
1345,TiQFwSBcTK8,10,20,42,wash,rock,0
1346,z_G67pOSfew,80,90,13,measure,pizza,0
1347,QBVVbauEuJw,0,10,69,wash,oven,3
1348,5-HRup3txno,50,60,14,deseed,pepper,3
1349,bdPsmVhUlZ0,0,10,5,unplug,oven,0
1350,-0-btIM0E28,50,60,49,measure,fridge,0
1351,tHdnDCCCVBU,10,20,0,shake,tomato,3
1352,iEccRpM8CYc,90,100,75,wash,towel,3
1353,WbcM1D8rDpA,30,40,33,hammer,phone,3
1354,Tv0xBk2aw70,70,80,61,open,blender,3
1355,kGVlHDEQQR4,40,50,75,wash,towel,3
1356,RDjk8LZOZ5w,80,90,17,cut,chair,3
1357,9m8AdQmnCbY,190,200,12,roll,potato,0
1358,ZnDmpMECF7c,30,40,59,wash,potato,0
1359,iHUTyS4qutc,30,40,48,wash,pepper,3
1360,FFliTfTBGAg,50,60,10,cut,rock,0
1361,aZhGU1-J8_E,160,170,29,peel,coconut,3
1362,iEccRpM8CYc,0,10,75,wash,towel,3
1363,tlTpU5B56js,80,90,21,roll,carrot,3
1364,3fKz5FkH3F4,30,40,44,shake,door,0
1365,DLm7Jk3YQg8,30,40,42,wash,rock,3
1366,RbKuKAGphTk,150,160,26,cut,coconut,3
1367,bK8mQjJQfS4,10,20,6,throw,shirt,0
1368,8PnMlO08Mnk,110,120,23,move,tree,3
1369,MwoQhUjdm6w,80,90,73,measure,chair,0
1370,laJd9Uov9H0,120,130,46,shake,lemon,0
1371,UmrSbiiu1zo,0,10,77,wash,chair,3
1372,cMllrzpThb4,40,50,22,unplug,phone,3
1373,x_N08oF_GKA,80,90,64,move,towel,0
1374,D5IA_AxA7Mk,0,10,18,shake,tree,0
1375,wlgeHoW6KBE,10,20,54,blend,phone,0
1376,c1DnBGK9UF8,0,10,3,move,microwave,0
1377,CG5fbgkeCyU,100,110,61,open,blender,0
1378,iGS-HgK_Zt4,60,70,62,shake,clothe,2
1379,7YClQKsxHHg,70,80,78,shake,chair,3
1380,iGmba7i5wjw,150,160,17,cut,chair,0
1381,l2H8z66zyMM,50,60,45,spray,door,4
1382,_feLHla9o0I,10,20,54,blend,phone,3
1383,_xgbNTOBS34,0,10,72,drink,chocolate,3
1384,BhQFhK-p-Rg,0,10,78,shake,chair,3
1385,uGvJM-5JMWI,50,60,1,close,blender,0
1386,iGS-HgK_Zt4,90,100,62,shake,clothe,3
1387,9VA24y9X1hs,10,20,30,roll,banana,3
1388,_xgbNTOBS34,120,130,72,drink,chocolate,3
1389,moo6ybo1kS4,0,10,3,move,microwave,3
1390,RbKuKAGphTk,0,10,26,cut,coconut,0
1391,7fNI95ZQxfs,0,10,6,throw,shirt,1
1392,NRtg41fHzHY,120,130,30,roll,banana,0
1393,wb_6k3_6Z7k,130,140,21,roll,carrot,0
1394,MaYLQYtHfTI,20,30,65,measure,microwave,0
1395,7frRY7aGwMU,0,10,0,shake,tomato,3
1396,FAJebxwuX0A,60,70,52,measure,hair,3
1397,ppNqpTCZgf4,160,170,2,weigh,banana,0
1398,Y60odUoKHVo,40,50,24,weigh,pumpkin,3
1399,NMv9nND_Eu0,50,60,67,spray,table,0
1400,RbKuKAGphTk,120,130,26,cut,coconut,3
1401,bdPsmVhUlZ0,30,40,5,unplug,oven,0
1402,VAn1x7gKrHA,90,100,23,move,tree,0
1403,SsCX5UVu2yg,50,60,17,cut,chair,0
1404,B2E6cLIJmiM,40,50,49,measure,fridge,0
1405,deomA0CGAZw,70,80,43,move,fridge,3
1406,Yxkqw75P-WA,10,20,64,move,towel,4
1407,R2j6MeG2rTE,10,20,21,roll,carrot,0
1408,N6tuOi9rITw,0,10,69,wash,oven,0
1409,iBX670jrYqE,0,10,28,drink,egg,3
1410,f_MFUkNwulc,190,200,64,move,towel,0
1411,jLpj_a8HBzM,70,80,23,move,tree,0
1412,THrn-rfRyLc,50,60,41,wash,cucumber,3
1413,pcgMx01seoQ,70,80,34,wash,door,4
1414,CnCQLcu6w1g,30,40,47,deseed,tomato,0
1415,MaYLQYtHfTI,180,190,65,measure,microwave,0
1416,j9w1CAY8H3A,40,50,26,cut,coconut,3
1417,-0-btIM0E28,160,170,49,measure,fridge,0
1418,oi313V6-Ze8,40,50,61,open,blender,0
1419,YmNPxgcSFwA,0,10,45,spray,door,1
1420,kGVlHDEQQR4,70,80,75,wash,towel,3
1421,NRtg41fHzHY,50,60,30,roll,banana,4
1422,PQl07h1mxAg,0,10,56,spray,cup,0
1423,Jfd4tibHAaM,50,60,33,hammer,phone,3
1424,HmDiZnNFrcE,50,60,31,cut,pumpkin,3
1425,5y5L9uK5o00,0,10,0,shake,tomato,0
1426,wlgeHoW6KBE,0,10,54,blend,phone,0
1427,TKI6VjfLY8I,0,10,11,peel,corn,3
1428,iEccRpM8CYc,50,60,75,wash,towel,3
1429,2EGCvOfQX9U,140,150,10,cut,rock,3
1430,g-iPy8pddRI,50,60,77,wash,chair,0
1431,8iwmdq_clSQ,130,140,62,shake,clothe,0
1432,VnbOAO9l8D4,50,60,48,wash,pepper,4
1433,RYHFeTsEn6U,50,60,8,measure,carrots,0
1434,BClthZVx8lU,100,110,49,measure,fridge,0
1435,a51yE1fZDb0,60,70,58,cut,towel,3
1436,wuElGdGct3I,70,80,2,weigh,banana,0
1437,c1DnBGK9UF8,60,70,3,move,microwave,0
1438,ZzE9_ymzeR4,0,10,61,open,blender,3
1439,Jfd4tibHAaM,0,10,33,hammer,phone,0
1440,PIyfG5wqb_Y,30,40,73,measure,chair,3
1441,j-yiBoFxE4s,100,110,0,shake,tomato,0
1442,cvlNf-iP-2s,20,30,60,throw,orange,3
1443,6q9p8AHYfMg,0,10,48,wash,pepper,0
1444,MxiV8JJpgjo,90,100,23,move,tree,4
1445,EFVxiu42vMo,10,20,37,spray,chair,0
1446,s5HAJn-doIg,20,30,41,wash,cucumber,3
1447,834sSnDSUmM,140,150,38,close,fridge,0
1448,ws1qT_58CBE,0,10,73,measure,chair,0
1449,005CIpQVK6A,110,120,33,hammer,phone,3
1450,B1AEHa_M-jo,80,90,43,move,fridge,3
1451,pOhz51Yynm4,0,10,39,throw,phone,0
1452,8qI0EMnjlzY,0,10,20,throw,flower,3
1453,iHUTyS4qutc,0,10,48,wash,pepper,1
1454,FFliTfTBGAg,0,10,10,cut,rock,0
1455,RON01V4rqLo,0,10,67,spray,table,3
1456,kwMGhyDDWco,170,180,19,shake,table,0
1457,kuRB-edR8zc,100,110,34,wash,door,0
1458,f_MFUkNwulc,160,170,64,move,towel,0
1459,ZgMAIoW1tZ0,130,140,21,roll,carrot,0
1460,IGrqK9sknUE,20,30,42,wash,rock,0
1461,041fmM-iVms,10,20,14,deseed,pepper,3
1462,9m8AdQmnCbY,60,70,12,roll,potato,0
1463,sZkB73MtxyQ,50,60,25,wash,fridge,0
1464,RNV3mNI-kqA,80,90,56,spray,cup,4
1465,zXOPUXb1th8,200,210,29,peel,coconut,3
1466,1-GbI-y1BWk,20,30,53,measure,flower,0
1467,62luPpPYYYY,90,100,36,shake,hair,3
1468,7lVCxkcyJjY,10,20,58,cut,towel,0
1469,i9sZF8t4aBw,10,20,6,throw,shirt,0
1470,PNU0Z-N3pHQ,70,80,48,wash,pepper,3
1471,LAtpalx4_mw,130,140,11,peel,corn,3
1472,CnCQLcu6w1g,110,120,47,deseed,tomato,0
1473,Fgx3B5h3qso,50,60,71,roll,shirt,1
1474,k-BfPJvoYlg,80,90,30,roll,banana,0
1475,h3pvtEHrdzY,50,60,73,measure,chair,3
1476,l2H8z66zyMM,40,50,45,spray,door,4
1477,AsjddwZ8Ujg,80,90,51,wash,window,1
1478,pcgMx01seoQ,130,140,34,wash,door,4
1479,R3kim_g6fg8,0,10,72,drink,chocolate,3
1480,CqWOyiGyxPo,120,130,26,cut,coconut,3
1481,-Oywo0MnAdQ,0,10,9,open,microwave,0
1482,sDn4i-nGG_w,70,80,50,wash,tomato,0
1483,wb_6k3_6Z7k,100,110,21,roll,carrot,0
1484,w2WMp6f59hw,20,30,40,wash,blender,3
1485,037S15TlT8I,160,170,7,spray,microwave,0
1486,SUqdPxLjmJ4,60,70,8,measure,carrots,0
1487,sZkB73MtxyQ,10,20,25,wash,fridge,0
1488,C9KcyLyqL2Y,100,110,5,unplug,oven,1
1489,I0d5TEbK7LE,180,190,7,spray,microwave,0
1490,ZVBKb_nCsCw,10,20,28,drink,egg,1
1491,3dqHNZc7Hdg,0,10,42,wash,rock,0
1492,simtju9T-bU,10,20,48,wash,pepper,0
1493,bTjdGJ6Mq3w,50,60,73,measure,chair,4
1494,qT6b-9AE6wQ,20,30,30,roll,banana,4
1495,ovRWKyF5nNY,20,30,61,open,blender,0
1496,LAtpalx4_mw,100,110,11,peel,corn,3
1497,iqexWU7VyhM,10,20,15,wash,coconut,0
1498,8iwmdq_clSQ,140,150,62,shake,clothe,0
1499,B8pglPaQ978,200,210,16,weigh,tomato,0
1500,CqWOyiGyxPo,90,100,26,cut,coconut,3
1501,Mv3UYxe5uF0,20,30,54,blend,phone,1
1502,Hj1buihXUTM,80,90,67,spray,table,0
1503,Y60odUoKHVo,80,90,24,weigh,pumpkin,3
1504,l2H8z66zyMM,120,130,45,spray,door,4
1505,PDl-MM25r7A,0,10,32,throw,apple,0
1506,P3vtMEDmZC8,30,40,53,measure,flower,0
1507,kwMGhyDDWco,90,100,19,shake,table,0
1508,ZgMAIoW1tZ0,150,160,21,roll,carrot,0
1509,k-BfPJvoYlg,70,80,30,roll,banana,0
1510,CqqD0QS2w2o,10,20,17,cut,chair,3
1511,Y85-CAraKaA,80,90,45,spray,door,1
1512,8zE_UnIS_4E,0,10,14,deseed,pepper,3
1513,gPWEjaWjRQY,120,130,35,drop,fridge,0
1514,byRRRbfJF-0,50,60,71,roll,shirt,2
1515,cb0mfztK9Oo,20,30,27,shake,potato,0
1516,THrn-rfRyLc,0,10,41,wash,cucumber,3
1517,Eq6hU6dOFmw,20,30,56,spray,cup,0
1518,f3NPcdHyiBU,110,120,29,peel,coconut,1
1519,lOwPbeRakQM,20,30,36,shake,hair,1
1520,tlTpU5B56js,90,100,21,roll,carrot,3
1521,I5lDKOLbcEA,90,100,1,close,blender,0
1522,N6tuOi9rITw,60,70,69,wash,oven,0
1523,THrn-rfRyLc,70,80,41,wash,cucumber,3
1524,CqWOyiGyxPo,100,110,26,cut,coconut,3
1525,BtnCCSGQgJA,90,100,29,peel,coconut,1
1526,rC7_gpQ2Uvk,80,90,36,shake,hair,3
1527,HmDiZnNFrcE,100,110,31,cut,pumpkin,3
1528,rX7KJuJiFqM,10,20,6,throw,shirt,0
1529,EQOjkCKLkEU,90,100,63,throw,cookie,0
1530,VSJjd0IhtKo,0,10,75,wash,towel,1
1531,moo6ybo1kS4,110,120,3,move,microwave,3
1532,CRJMOUbDnMg,20,30,49,measure,fridge,3
1533,kwMGhyDDWco,110,120,19,shake,table,0
1534,4nh63RqsjDQ,70,80,60,throw,orange,3
1535,cMllrzpThb4,20,30,22,unplug,phone,0
1536,mzPPftM78JA,20,30,65,measure,microwave,0
1537,V8vUYMFH2-I,60,70,12,roll,potato,0
1538,hssbkINUuII,50,60,46,shake,lemon,3
1539,aPideUAoDuo,30,40,10,cut,rock,3
1540,A9nWUE2XvnI,20,30,40,wash,blender,4
1541,jl5IWkGSfJY,50,60,49,measure,fridge,0
1542,Pn3rSLJGgF0,30,40,18,shake,tree,3
1543,7YClQKsxHHg,140,150,78,shake,chair,3
1544,j-yiBoFxE4s,70,80,0,shake,tomato,0
1545,037S15TlT8I,10,20,7,spray,microwave,0
1546,pkEJHwAma4A,10,20,27,shake,potato,0
1547,3O-DzSJuIVw,40,50,65,measure,microwave,1
1548,F1W6Cqjm7b8,30,40,1,close,blender,0
1549,WSmJ1qZiXfQ,90,100,32,throw,apple,0
1550,RDjk8LZOZ5w,120,130,17,cut,chair,3
1551,j87ce6W23jc,140,150,59,wash,potato,1
1552,FeMNBid3uPc,70,80,42,wash,rock,3
1553,rEaSFdKWSGs,10,20,28,drink,egg,0
1554,ckAn6oT5J1E,80,90,74,measure,bacon,0
1555,8mHapMhibX4,10,20,55,wash,apple,1
1556,CqqD0QS2w2o,30,40,17,cut,chair,3
1557,07ROfkLF_eE,30,40,22,unplug,phone,0
1558,Wu2-GS5M6BU,10,20,52,measure,hair,1
1559,CqqD0QS2w2o,80,90,17,cut,chair,3
1560,ovRWKyF5nNY,110,120,61,open,blender,0
1561,B1AEHa_M-jo,10,20,43,move,fridge,3
1562,kwMGhyDDWco,40,50,19,shake,table,0
1563,Cxjo2sgeLJ4,0,10,6,throw,shirt,1
1564,pFNOCAYJtr4,160,170,62,shake,clothe,0
1565,QVvXNXyq5f4,10,20,7,spray,microwave,3
1566,RcZ7Sx-H1co,70,80,12,roll,potato,0
1567,RcZ7Sx-H1co,70,80,12,roll,potato,0
1568,CySNFSve2es,70,80,28,drink,egg,3
1569,Nf2W5JEsRXk,50,60,23,move,tree,0
1570,2EGCvOfQX9U,150,160,10,cut,rock,3
1571,WSmJ1qZiXfQ,120,130,32,throw,apple,0
1572,eVqyh3rfRB8,0,10,15,wash,coconut,0
1573,aZhGU1-J8_E,200,210,29,peel,coconut,3
1574,CjzDaAl5YOI,90,100,69,wash,oven,3
1575,simtju9T-bU,120,130,48,wash,pepper,0
1576,pcgMx01seoQ,100,110,34,wash,door,0
1577,7DDj7PHKwjg,40,50,65,measure,microwave,3
1578,LAtpalx4_mw,120,130,11,peel,corn,1
1579,R8LLMRs-IQw,40,50,71,roll,shirt,2
1580,ezjiBzQsn_Y,170,180,61,open,blender,0
1581,-Oywo0MnAdQ,20,30,9,open,microwave,0
1582,aTu8TUGAJGY,10,20,28,drink,egg,3
1583,nLbndtTf2Ew,20,30,17,cut,chair,0
1584,pcgMx01seoQ,90,100,34,wash,door,0
1585,reHTwCCAWNE,20,30,63,throw,cookie,0
1586,laJd9Uov9H0,100,110,46,shake,lemon,0
1587,6q9p8AHYfMg,120,130,48,wash,pepper,0
1588,nz4JsUDxtEg,60,70,69,wash,oven,0
1589,9qTXSg-1IRE,80,90,26,cut,coconut,1
1590,ovjtEVbtPCo,100,110,19,shake,table,3
1591,OWkgxFBGIQM,10,20,28,drink,egg,1
1592,7YClQKsxHHg,130,140,78,shake,chair,0
1593,-GnXUVhv_F0,80,90,65,measure,microwave,0
1594,TAVDqnCGbqQ,10,20,6,throw,shirt,0
1595,CySNFSve2es,150,160,28,drink,egg,1
1596,Hij7mKDTu6k,50,60,70,microwave,phone,3
1597,63E93QAQ3g4,10,20,71,roll,shirt,3
1598,ppNqpTCZgf4,50,60,2,weigh,banana,0
1599,8OyitswIpFo,50,60,50,wash,tomato,1
1600,CRpYWbUCWyU,40,50,1,close,blender,0
1601,b5Z6FXcPGFc,10,20,10,cut,rock,0
1602,CqWOyiGyxPo,70,80,26,cut,coconut,3
1603,HhPuUMQ8KAg,40,50,53,measure,flower,0
1604,0w9U2ICnRnY,110,120,30,roll,banana,1
1605,rono0n9S9Ck,50,60,33,hammer,phone,1
1606,OcwlaJrwoQ0,10,20,13,measure,pizza,3
1607,MwoQhUjdm6w,20,30,73,measure,chair,0
1608,olfKKLAxoQk,150,160,7,spray,microwave,3
1609,c1DnBGK9UF8,160,170,3,move,microwave,0
1610,gPWEjaWjRQY,130,140,35,drop,fridge,0
1611,WMN7ypsbD10,40,50,44,shake,door,0
1612,0w9U2ICnRnY,170,180,30,roll,banana,0
1613,Jfd4tibHAaM,120,130,33,hammer,phone,1
1614,HmGYSFw4A7E,10,20,69,wash,oven,3
1615,HoCBudoWS8w,160,170,5,unplug,oven,0
1616,I0d5TEbK7LE,170,180,7,spray,microwave,0
1617,Vs5d8vPheUM,110,120,69,wash,oven,0
1618,QXngIMg72cw,20,30,60,throw,orange,1
1619,k7e9vGRoH8w,20,30,3,move,microwave,0
1620,A_Nq_tjawhE,100,110,59,wash,potato,3
1621,kGVlHDEQQR4,90,100,75,wash,towel,3
1622,C9KcyLyqL2Y,60,70,5,unplug,oven,1
1623,RYHFeTsEn6U,20,30,8,measure,carrots,0
1624,VoL3hY0__ro,0,10,49,measure,fridge,0
1625,AsjddwZ8Ujg,100,110,51,wash,window,3
1626,EA4yMzlHo9U,50,60,72,drink,chocolate,3
1627,RqFfnap7Y8g,0,10,3,move,microwave,3
1628,vL3pHUelw28,0,10,45,spray,door,1
1629,j87ce6W23jc,10,20,59,wash,potato,1
1630,YtlM2-J803c,40,50,30,roll,banana,0
1631,qNZJxuD9YrE,40,50,2,weigh,banana,1
1632,Y60odUoKHVo,210,220,24,weigh,pumpkin,3
1633,8zE_UnIS_4E,90,100,14,deseed,pepper,1
1634,RbKuKAGphTk,70,80,26,cut,coconut,1
1635,INl5pviBOVk,90,100,21,roll,carrot,4
1636,RON01V4rqLo,30,40,67,spray,table,3
1637,ez71_KUt-q4,40,50,81,shake,flower,0
1638,62luPpPYYYY,30,40,36,shake,hair,3
1639,kCW-9syBIZo,40,50,12,roll,potato,0
1640,dNZDAKVee-g,30,40,3,move,microwave,4
1641,bTjdGJ6Mq3w,100,110,73,measure,chair,0
1642,zXOPUXb1th8,190,200,29,peel,coconut,3
1643,9m8AdQmnCbY,130,140,12,roll,potato,0
1644,laJd9Uov9H0,70,80,46,shake,lemon,0
1645,19YNrzW4Fzk,80,90,52,measure,hair,0
1646,simtju9T-bU,180,190,48,wash,pepper,0
1647,037S15TlT8I,60,70,7,spray,microwave,0
1648,Z9KpJL89itE,10,20,66,wash,microwave,0
1649,vVlVl6duuzs,40,50,12,roll,potato,0
1650,CjzDaAl5YOI,50,60,69,wash,oven,1
1651,7uWUnTTd1EI,0,10,35,drop,fridge,0
1652,3DKA44UUBLs,120,130,41,wash,cucumber,0
1653,wlgeHoW6KBE,130,140,54,blend,phone,0
1654,mTp8PZIPKUE,170,180,59,wash,potato,0
1655,f3NPcdHyiBU,90,100,29,peel,coconut,1
1656,FFHvfCxv7Iw,20,30,48,wash,pepper,0
1657,kGVlHDEQQR4,0,10,75,wash,towel,3
1658,TKI6VjfLY8I,40,50,11,peel,corn,3
1659,aZhGU1-J8_E,190,200,29,peel,coconut,3
1660,deomA0CGAZw,0,10,43,move,fridge,0
1661,rnl4pq2erWw,60,70,7,spray,microwave,3
1662,ESGETDNtitU,20,30,43,move,fridge,3
1663,mTp8PZIPKUE,150,160,59,wash,potato,0
1664,WSmJ1qZiXfQ,60,70,32,throw,apple,0
1665,FAJebxwuX0A,0,10,52,measure,hair,3
1666,s2LuWXgjXuA,110,120,12,roll,potato,0
1667,4nh63RqsjDQ,100,110,60,throw,orange,0
1668,nz4JsUDxtEg,0,10,69,wash,oven,0
1669,M04XMPlE5ms,20,30,64,move,towel,4
1670,QaMW4kKYbNM,80,90,6,throw,shirt,3
1671,_1qBiUrN2aE,60,70,38,close,fridge,3
1672,RcZ7Sx-H1co,160,170,12,roll,potato,0
1673,Ul6jIQf0pwc,40,50,9,open,microwave,3
1674,ROwXrrxucuo,40,50,52,measure,hair,3
1675,0w9U2ICnRnY,0,10,30,roll,banana,0
1676,mm3HipKztPk,30,40,51,wash,window,1
1677,kwMGhyDDWco,120,130,19,shake,table,0
1678,Lnu1qMFAzmw,80,90,48,wash,pepper,1
1679,IMaKP6aBh4c,0,10,45,spray,door,0
1680,hssbkINUuII,120,130,46,shake,lemon,0
1681,e5D1diRoupI,50,60,11,peel,corn,3
1682,D7QLhQP8YBw,30,40,31,cut,pumpkin,3
1683,2ANAUjv7Dkg,40,50,75,wash,towel,3
1684,x2J7JYIDK8A,40,50,56,spray,cup,4
1685,7x0fv6_X_HI,10,20,9,open,microwave,3
1686,hssbkINUuII,150,160,46,shake,lemon,0
1687,ej-9ylnpJlY,10,20,15,wash,coconut,0
1688,j87ce6W23jc,110,120,59,wash,potato,1
1689,2ANAUjv7Dkg,20,30,75,wash,towel,3
1690,boOO4gFjLgE,60,70,50,wash,tomato,1
1691,kSIpFO9Eu4A,10,20,21,roll,carrot,3
1692,rnl4pq2erWw,140,150,7,spray,microwave,0
1693,npHjTpYdGvA,10,20,8,measure,carrots,3
1694,h3pvtEHrdzY,70,80,73,measure,chair,3
1695,H0m2RSQR78M,20,30,77,wash,chair,3
1696,tlTpU5B56js,130,140,21,roll,carrot,0
1697,QGCe29pXz3A,40,50,9,open,microwave,1
1698,kCW-9syBIZo,50,60,12,roll,potato,0
1699,H0m2RSQR78M,0,10,77,wash,chair,3
1700,WbcM1D8rDpA,80,90,33,hammer,phone,2
1701,J7z9fRjZ1ng,60,70,53,measure,flower,0
1702,BZx5Tz_A7mg,30,40,22,unplug,phone,1
1703,RON01V4rqLo,140,150,67,spray,table,1
1704,R3kim_g6fg8,90,100,72,drink,chocolate,3
1705,vcA1pChbhkI,90,100,55,wash,apple,3
1706,e5TPe9cjHNQ,150,160,34,wash,door,1
1707,hlEa13wUW84,80,90,72,drink,chocolate,3
1708,005CIpQVK6A,140,150,33,hammer,phone,3
1709,YAGrPiPshH0,130,140,31,cut,pumpkin,3
1710,NAwXkU1PBZE,60,70,55,wash,apple,4
1711,Zx24I3hd8Hk,40,50,7,spray,microwave,0
1712,H5sUKWiUEec,90,100,38,close,fridge,0
1713,laJd9Uov9H0,90,100,46,shake,lemon,0
1714,s5HAJn-doIg,50,60,41,wash,cucumber,0
1715,63E93QAQ3g4,100,110,71,roll,shirt,1
1716,KkQf5HxQgUs,40,50,72,drink,chocolate,3
1717,_1qBiUrN2aE,20,30,38,close,fridge,0
1718,AsjddwZ8Ujg,0,10,51,wash,window,3
1719,u7kdntYf4FQ,10,20,36,shake,hair,1
1720,simtju9T-bU,40,50,48,wash,pepper,0
1721,GmeMtJxAomM,30,40,47,deseed,tomato,0
1722,-0Q0oFzBfxU,60,70,71,roll,shirt,2
1723,W79a4F53GEU,30,40,72,drink,chocolate,3
1724,XbG7q_wCfz4,60,70,40,wash,blender,3
1725,simtju9T-bU,190,200,48,wash,pepper,0
1726,6RoPaL587eU,20,30,35,drop,fridge,3
1727,wb_6k3_6Z7k,10,20,21,roll,carrot,0
1728,zXOPUXb1th8,20,30,29,peel,coconut,3
1729,UI_W7GfKZSQ,50,60,2,weigh,banana,0
1730,PvNbmFinbrk,10,20,29,peel,coconut,1
1731,037S15TlT8I,110,120,7,spray,microwave,0
1732,QBVVbauEuJw,120,130,69,wash,oven,1
1733,V8vUYMFH2-I,0,10,12,roll,potato,0
1734,ZziozzTPNBs,60,70,16,weigh,tomato,0
1735,CjzDaAl5YOI,40,50,69,wash,oven,0
1736,x2J7JYIDK8A,50,60,56,spray,cup,4
1737,AsjddwZ8Ujg,60,70,51,wash,window,1
1738,esT7FKsIuD0,170,180,59,wash,potato,3
1739,m7-Gh2TbpG0,120,130,24,weigh,pumpkin,3
1740,A1bq6kQ4rvg,10,20,58,cut,towel,3
1741,LAtpalx4_mw,60,70,11,peel,corn,3
1742,m7-Gh2TbpG0,50,60,24,weigh,pumpkin,3
1743,Nmf1Euq9LbY,60,70,30,roll,banana,3
1744,aZhGU1-J8_E,180,190,29,peel,coconut,1
1745,VTHvBequih0,60,70,57,unplug,fridge,3
1746,LAtpalx4_mw,110,120,11,peel,corn,3
1747,ZziozzTPNBs,40,50,16,weigh,tomato,0
1748,WbcM1D8rDpA,20,30,33,hammer,phone,2
1749,VnbOAO9l8D4,10,20,48,wash,pepper,4
1750,pp6iN3ZmewY,10,20,77,wash,chair,3
1751,esT7FKsIuD0,0,10,59,wash,potato,0
1752,THrn-rfRyLc,110,120,41,wash,cucumber,0
1753,5KRb3jwuflw,20,30,72,drink,chocolate,0
1754,BClthZVx8lU,0,10,49,measure,fridge,0
1755,gjxKzdqp6yo,10,20,17,cut,chair,3
1756,gH84uWZFxsM,60,70,52,measure,hair,3
1757,PvNbmFinbrk,40,50,29,peel,coconut,1
1758,vAo53BiIEPE,100,110,73,measure,chair,0
1759,XbG7q_wCfz4,90,100,40,wash,blender,3
1760,Qvf-MEibR2s,10,20,56,spray,cup,0
1761,3dqHNZc7Hdg,30,40,42,wash,rock,4
1762,oOU2zPVsRtc,0,10,2,weigh,banana,3
1763,PIyfG5wqb_Y,70,80,73,measure,chair,3
1764,peg2RqmaMFo,0,10,45,spray,door,4
1765,x_N08oF_GKA,60,70,64,move,towel,0
1766,-0-btIM0E28,80,90,49,measure,fridge,0
1767,b5Z6FXcPGFc,190,200,10,cut,rock,0
1768,MAgLzSDf2OM,90,100,37,spray,chair,0
1769,nz4JsUDxtEg,40,50,69,wash,oven,0
